CUSTOMERID,GENDER,AGE,INCOME,EXPERIENCE SCORE,LOYALTY GROUP,ENROLLMENT DATE,HOUSEHOLD SIZE,MARITAL STATUS
10449,0,29,"$50,528",10,enrolled,18-09-2011,3,Married
10450,0,39,"$88,211",6,notenrolled,NA,3,Married
10451,1,30,"$56,476",6,notenrolled,NA,1,Single
10452,1,27,"$45,173",9,enrolled,11-03-2014,3,Married
10453,1,20,"$27,769",4,notenrolled,NA,2,Married
10454,1,18,"$22,430",8,enrolled,31-05-2015,2,Married
10455,1,66,"$135,094",6,notenrolled,NA,3,Married
10456,0,37,"$83,261",3,notenrolled,NA,4,Married
10457,0,53,"$120,432",8,enrolled,14-03-2009,3,Single
10458,0,54,"$121,034",5,enrolled,26-07-2004,6,Married
10459,1,37,"$83,419",8,notenrolled,NA,5,Married
10460,0,21,"$32,085",10,enrolled,11-08-2014,1,Single
10461,0,68,"$137,125",10,notenrolled,NA,4,Married
10462,1,40,"$91,696",1,notenrolled,NA,1,Widow/Widower
10463,0,52,"$119,100",1,notenrolled,NA,1,Single
10464,1,34,"$74,351",7,notenrolled,NA,6,Married
10465,0,79,"$141,196",8,enrolled,29-04-2008,2,Single
10466,1,51,"$118,578",10,enrolled,06-06-2014,6,Married
10467,1,35,"$76,690",5,notenrolled,NA,6,Married
10468,0,27,"$45,266",5,notenrolled,NA,1,Single
10469,1,18,"$22,928",10,enrolled,23-08-2015,1,Single
10470,1,49,"$118,003",7,enrolled,16-11-2007,1,Single
10471,1,78,"$140,958",10,enrolled,06-10-2009,1,Divorced
10472,1,35,"$76,751",3,notenrolled,NA,4,Divorced
10473,1,86,"$146,942",9,enrolled,21-10-2003,1,Single
10474,1,48,"$115,597",8,enrolled,07-05-2012,2,Single
10475,1,54,"$121,106",9,enrolled,20-12-2009,3,Married
10476,1,38,"$85,638",5,enrolled,22-11-2004,6,Married
10477,1,41,"$94,256",9,enrolled,27-10-2009,4,Married
10478,1,32,"$64,651",6,notenrolled,NA,4,Married
10479,0,22,"$34,154",7,enrolled,28-11-2013,2,Single
10480,1,26,"$43,492",7,enrolled,08-01-2016,4,Married
10481,1,26,"$43,607",8,notenrolled,NA,1,Single
10482,1,57,"$124,750",6,enrolled,29-03-2013,3,Married
10483,1,54,"$121,128",6,enrolled,25-12-2011,4,Married
10484,0,80,"$142,118",8,enrolled,04-09-2007,1,Single
10485,0,38,"$85,664",6,notenrolled,NA,4,Married
10486,0,25,"$41,546",8,notenrolled,NA,1,Single
10487,0,41,"$94,303",5,enrolled,05-01-2006,3,Married
10488,0,23,"$36,551",6,enrolled,01-09-2013,3,Married
10489,0,45,"$110,916",4,notenrolled,NA,2,Married
10490,0,77,"$139,940",10,enrolled,05-04-2015,3,Widow/Widower
10491,0,39,"$88,351",8,enrolled,16-12-2006,1,Divorced
10492,0,33,"$69,460",6,enrolled,19-03-2010,3,Married
10493,1,81,"$142,552",9,enrolled,12-09-2007,3,Married
10494,1,32,"$64,911",9,enrolled,24-08-2004,2,Single
10495,0,30,"$56,675",4,notenrolled,NA,1,Single
10496,0,47,"$113,125",7,enrolled,23-01-2014,2,Single
10497,0,49,"$118,108",7,enrolled,01-10-2007,1,Single
10498,0,42,"$97,353",8,enrolled,21-05-2009,5,Married
10499,1,22,"$34,424",1,notenrolled,NA,2,Single
10500,1,34,"$75,114",9,notenrolled,NA,3,Divorced
